1, 45.28
2, 84.59
3, 86.41
4, 85.09
5, 86.6
6, 88.28
7, 87.55
8, 89.56
9, 90.04
10, 90.29
11, 89.07
12, 91
13, 91.09
14, 89.88
15, 90.42
16, 89.27
17, 87.78
18, 90.77
19, 90.5
20, 92.03
21, 91.67
22, 90.18
23, 91
24, 91.24
25, 87.48
26, 88.99
27, 90.82
28, 91.37
29, 90.62
30, 88.17
31, 91.61
32, 90.94
33, 92.15
34, 92.44
35, 90.26
